,holiday,workingday,weather,temp,atemp,humidity,windspeed,total,year,month,hour,season_2,season_3,season_4
4772,1,0,1,13.12,15.91,39,12.998,91,2011,11,22,0,0,1
4773,1,0,1,12.3,15.91,45,6.0032,73,2011,11,23,0,0,1
4774,0,0,1,9.84,12.12,60,8.9981,64,2011,11,0,0,0,1
4775,0,0,1,9.84,12.12,60,8.9981,54,2011,11,1,0,0,1
4776,0,0,1,9.84,12.88,65,6.0032,46,2011,11,2,0,0,1
4777,0,0,1,9.84,12.12,70,8.9981,17,2011,11,3,0,0,1
4778,0,0,1,8.2,10.605,80,8.9981,7,2011,11,4,0,0,1
4779,0,0,1,9.02,12.88,75,6.0032,4,2011,11,5,0,0,1
4780,0,0,1,9.02,11.365,75,11.0014,7,2011,11,6,0,0,1
4781,0,0,1,9.02,11.365,75,12.998,27,2011,11,7,0,0,1
4782,0,0,1,10.66,12.88,70,12.998,101,2011,11,8,0,0,1
4783,0,0,1,12.3,15.15,61,11.0014,160,2011,11,9,0,0,1
4784,0,0,1,13.94,15.91,61,19.0012,232,2011,11,10,0,0,1
4785,0,0,1,15.58,19.695,54,19.0012,315,2011,11,11,0,0,1
4786,0,0,1,18.04,21.97,44,19.0012,366,2011,11,12,0,0,1
4787,0,0,1,19.68,23.485,36,19.0012,353,2011,11,13,0,0,1
4788,0,0,1,20.5,24.24,36,19.9995,435,2011,11,14,0,0,1
4789,0,0,1,21.32,25.0,29,19.0012,386,2011,11,15,0,0,1
4790,0,0,1,21.32,25.0,32,16.9979,361,2011,11,16,0,0,1
4791,0,0,1,20.5,24.24,34,16.9979,285,2011,11,17,0,0,1
4792,0,0,1,17.22,21.21,58,12.998,203,2011,11,18,0,0,1
4793,0,0,1,17.22,21.21,50,16.9979,171,2011,11,19,0,0,1
4794,0,0,1,17.22,21.21,50,19.0012,132,2011,11,20,0,0,1
4795,0,0,1,17.22,21.21,47,19.0012,122,2011,11,21,0,0,1
4796,0,0,1,17.22,21.21,47,16.9979,118,2011,11,22,0,0,1
4797,0,0,1,16.4,20.455,58,11.0014,101,2011,11,23,0,0,1
4798,0,0,2,16.4,20.455,58,12.998,73,2011,11,0,0,0,1
4799,0,0,2,14.76,17.425,66,12.998,71,2011,11,1,0,0,1
4800,0,0,1,14.76,18.18,57,7.0015,57,2011,11,2,0,0,1
4801,0,0,2,14.76,17.425,62,8.9981,28,2011,11,3,0,0,1
4802,0,0,2,14.76,17.425,62,8.9981,6,2011,11,4,0,0,1
4803,0,0,1,13.94,16.665,61,11.0014,5,2011,11,5,0,0,1
4804,0,0,1,13.94,16.665,66,8.9981,23,2011,11,6,0,0,1
4805,0,0,1,13.94,15.91,66,15.0013,43,2011,11,7,0,0,1
4806,0,0,1,13.94,17.425,66,6.0032,79,2011,11,8,0,0,1
4807,0,0,1,16.4,20.455,54,19.0012,135,2011,11,9,0,0,1
4808,0,0,1,18.04,21.97,44,22.0028,241,2011,11,10,0,0,1
4809,0,0,1,18.86,22.725,40,27.9993,295,2011,11,11,0,0,1
4810,0,0,2,21.32,25.0,29,27.9993,354,2011,11,12,0,0,1
4811,0,0,2,21.32,25.0,29,27.9993,339,2011,11,13,0,0,1
4812,0,0,2,22.14,25.76,28,32.9975,371,2011,11,14,0,0,1
4813,0,0,2,20.5,24.24,42,22.0028,310,2011,11,15,0,0,1
4814,0,0,2,22.14,25.76,28,26.0027,319,2011,11,16,0,0,1
4815,0,0,1,21.32,25.0,27,22.0028,231,2011,11,17,0,0,1
4816,0,0,1,21.32,25.0,27,22.0028,190,2011,11,18,0,0,1
4817,0,0,1,20.5,24.24,29,23.9994,157,2011,11,19,0,0,1
4818,0,0,1,20.5,24.24,31,23.9994,139,2011,11,20,0,0,1
4819,0,0,1,19.68,23.485,36,16.9979,95,2011,11,21,0,0,1
4820,0,0,1,19.68,23.485,41,26.0027,89,2011,11,22,0,0,1
4821,0,0,1,18.86,22.725,51,19.9995,67,2011,11,23,0,0,1
4822,0,1,1,18.86,22.725,59,19.0012,30,2011,11,0,0,0,1
4823,0,1,1,18.86,22.725,63,19.9995,11,2011,11,1,0,0,1
4824,0,1,1,18.86,22.725,63,23.9994,17,2011,11,2,0,0,1
4825,0,1,1,18.04,21.97,67,19.0012,7,2011,11,3,0,0,1
4826,0,1,1,18.04,21.97,67,15.0013,5,2011,11,4,0,0,1
4827,0,1,2,18.04,21.97,67,16.9979,19,2011,11,5,0,0,1
4828,0,1,2,18.04,21.97,72,15.0013,114,2011,11,6,0,0,1
4829,0,1,1,18.04,21.97,72,16.9979,322,2011,11,7,0,0,1
4830,0,1,2,18.86,22.725,67,12.998,452,2011,11,8,0,0,1
4831,0,1,2,19.68,23.485,67,22.0028,233,2011,11,9,0,0,1
4832,0,1,2,20.5,24.24,63,19.0012,111,2011,11,10,0,0,1
4833,0,1,2,22.14,25.76,60,19.0012,128,2011,11,11,0,0,1
4834,0,1,1,22.96,26.515,56,19.9995,202,2011,11,12,0,0,1
4835,0,1,1,24.6,31.06,49,26.0027,203,2011,11,13,0,0,1
4836,0,1,1,25.42,31.06,46,30.0026,185,2011,11,14,0,0,1
4837,0,1,1,26.24,31.06,44,22.0028,195,2011,11,15,0,0,1
4838,0,1,1,25.42,31.06,46,27.9993,315,2011,11,16,0,0,1
4839,0,1,1,25.42,31.06,46,16.9979,519,2011,11,17,0,0,1
4840,0,1,1,22.96,26.515,56,19.0012,489,2011,11,18,0,0,1
4841,0,1,1,24.6,31.06,53,19.9995,302,2011,11,19,0,0,1
4842,0,1,1,24.6,31.06,53,23.9994,240,2011,11,20,0,0,1
4843,0,1,1,24.6,31.06,53,23.9994,213,2011,11,21,0,0,1
4844,0,1,1,23.78,27.275,56,23.9994,113,2011,11,22,0,0,1
4845,0,1,1,22.96,26.515,64,19.9995,61,2011,11,23,0,0,1
4846,0,1,1,22.96,26.515,64,23.9994,22,2011,11,0,0,0,1
4847,0,1,1,22.96,26.515,60,19.9995,10,2011,11,1,0,0,1
4848,0,1,1,22.96,26.515,64,16.9979,15,2011,11,2,0,0,1
4849,0,1,2,22.14,25.76,68,22.0028,4,2011,11,3,0,0,1
4850,0,1,1,22.96,26.515,64,19.9995,7,2011,11,4,0,0,1
4851,0,1,1,22.14,25.76,68,19.0012,28,2011,11,5,0,0,1
4852,0,1,2,22.96,26.515,64,6.0032,108,2011,11,6,0,0,1
4853,0,1,2,22.14,25.76,68,11.0014,319,2011,11,7,0,0,1
4854,0,1,2,22.14,25.76,68,7.0015,480,2011,11,8,0,0,1
4855,0,1,2,22.96,26.515,64,6.0032,200,2011,11,9,0,0,1
4856,0,1,2,22.96,26.515,64,19.0012,138,2011,11,10,0,0,1
4857,0,1,2,22.96,26.515,64,12.998,134,2011,11,11,0,0,1
4858,0,1,2,22.14,25.76,68,0.0,176,2011,11,12,0,0,1
4859,0,1,3,22.14,25.76,60,15.0013,153,2011,11,13,0,0,1
4860,0,1,2,22.14,25.76,60,19.0012,147,2011,11,14,0,0,1
4861,0,1,2,22.14,25.76,60,8.9981,191,2011,11,15,0,0,1
4862,0,1,2,21.32,25.0,68,8.9981,271,2011,11,16,0,0,1
4863,0,1,2,20.5,24.24,72,12.998,451,2011,11,17,0,0,1
4864,0,1,2,20.5,24.24,72,19.0012,441,2011,11,18,0,0,1
4865,0,1,2,20.5,24.24,72,23.9994,286,2011,11,19,0,0,1
4866,0,1,2,19.68,23.485,82,8.9981,238,2011,11,20,0,0,1
4867,0,1,2,20.5,24.24,77,6.0032,168,2011,11,21,0,0,1
4868,0,1,2,18.86,22.725,88,7.0015,128,2011,11,22,0,0,1
4869,0,1,2,18.86,22.725,94,7.0015,80,2011,11,23,0,0,1
4870,0,1,2,18.86,22.725,94,0.0,31,2011,11,0,0,0,1
4871,0,1,3,18.86,22.725,94,6.0032,5,2011,11,1,0,0,1
4872,0,1,2,18.86,22.725,94,7.0015,10,2011,11,2,0,0,1
4873,0,1,2,18.86,22.725,94,7.0015,5,2011,11,3,0,0,1
4874,0,1,2,18.04,21.97,100,15.0013,4,2011,11,4,0,0,1
4875,0,1,3,18.86,22.725,94,7.0015,13,2011,11,5,0,0,1
4876,0,1,2,18.86,22.725,94,6.0032,56,2011,11,6,0,0,1
4877,0,1,3,18.86,22.725,94,0.0,137,2011,11,7,0,0,1
4878,0,1,3,18.86,22.725,94,0.0,232,2011,11,8,0,0,1
4879,0,1,3,18.86,22.725,94,0.0,82,2011,11,9,0,0,1
4880,0,1,3,18.86,22.725,94,0.0,36,2011,11,10,0,0,1
4881,0,1,3,18.86,22.725,94,6.0032,60,2011,11,11,0,0,1
4882,0,1,3,18.86,22.725,100,0.0,54,2011,11,12,0,0,1
4883,0,1,3,18.86,22.725,94,8.9981,58,2011,11,13,0,0,1
4884,0,1,2,18.86,22.725,100,8.9981,61,2011,11,14,0,0,1
4885,0,1,3,19.68,23.485,94,7.0015,66,2011,11,15,0,0,1
4886,0,1,3,19.68,23.485,94,7.0015,123,2011,11,16,0,0,1
4887,0,1,2,19.68,23.485,88,12.998,233,2011,11,17,0,0,1
4888,0,1,3,18.86,22.725,88,26.0027,189,2011,11,18,0,0,1
4889,0,1,3,18.86,22.725,88,26.0027,111,2011,11,19,0,0,1
4890,0,1,3,18.04,21.97,88,26.0027,99,2011,11,20,0,0,1
4891,0,1,3,18.04,21.97,88,19.0012,75,2011,11,21,0,0,1
4892,0,1,3,17.22,21.21,88,15.0013,46,2011,11,22,0,0,1
4893,0,1,3,17.22,21.21,88,8.9981,31,2011,11,23,0,0,1
4894,0,1,2,17.22,21.21,88,16.9979,24,2011,11,0,0,0,1
4895,0,1,2,17.22,21.21,82,11.0014,5,2011,11,1,0,0,1
4896,0,1,2,17.22,21.21,82,15.0013,5,2011,11,2,0,0,1
4897,0,1,2,17.22,21.21,77,22.0028,3,2011,11,3,0,0,1
4898,0,1,2,16.4,20.455,62,27.9993,4,2011,11,4,0,0,1
4899,0,1,3,13.94,15.15,71,22.0028,22,2011,11,5,0,0,1
4900,0,1,3,14.76,17.425,57,15.0013,75,2011,11,6,0,0,1
4901,0,1,3,13.94,15.91,61,19.0012,168,2011,11,7,0,0,1
4902,0,1,3,13.94,15.15,61,19.9995,355,2011,11,8,0,0,1
4903,0,1,2,13.94,15.15,61,22.0028,198,2011,11,9,0,0,1
4904,0,1,2,13.94,15.15,61,22.0028,81,2011,11,10,0,0,1
4905,0,1,3,13.12,15.15,66,22.0028,97,2011,11,11,0,0,1
4906,0,1,2,13.94,15.15,53,19.9995,121,2011,11,12,0,0,1
4907,0,1,2,13.94,15.15,49,30.0026,124,2011,11,13,0,0,1
4908,0,1,2,13.94,15.15,49,26.0027,110,2011,11,14,0,0,1
4909,0,1,2,13.94,15.15,49,30.0026,116,2011,11,15,0,0,1
4910,0,1,1,13.12,14.395,39,27.9993,195,2011,11,16,0,0,1
4911,0,1,1,13.12,14.395,42,26.0027,399,2011,11,17,0,0,1
4912,0,1,1,13.12,15.91,39,12.998,307,2011,11,18,0,0,1
4913,0,1,1,12.3,14.395,45,15.0013,217,2011,11,19,0,0,1
4914,0,1,1,12.3,14.395,42,19.0012,169,2011,11,20,0,0,1
4915,0,1,1,12.3,14.395,42,16.9979,116,2011,11,21,0,0,1
4916,0,1,1,10.66,12.12,52,16.9979,84,2011,11,22,0,0,1
4917,0,1,1,10.66,12.88,52,15.0013,58,2011,11,23,0,0,1
4918,0,1,1,10.66,12.88,48,11.0014,30,2011,11,0,0,0,1
4919,0,1,1,10.66,11.365,44,22.0028,10,2011,11,1,0,0,1
4920,0,1,1,9.84,11.365,44,15.0013,10,2011,11,2,0,0,1
4921,0,1,1,9.84,10.605,41,19.0012,2,2011,11,3,0,0,1
4922,0,1,1,9.02,11.365,44,11.0014,5,2011,11,4,0,0,1
4923,0,1,1,9.02,11.365,44,8.9981,22,2011,11,5,0,0,1
4924,0,1,1,9.02,12.88,44,6.0032,71,2011,11,6,0,0,1
4925,0,1,1,9.02,11.365,44,11.0014,216,2011,11,7,0,0,1
4926,0,1,1,9.02,11.365,44,12.998,375,2011,11,8,0,0,1
4927,0,1,1,10.66,12.88,41,12.998,213,2011,11,9,0,0,1
4928,0,1,1,10.66,12.12,41,19.0012,115,2011,11,10,0,0,1
4929,0,1,1,12.3,15.15,36,8.9981,140,2011,11,11,0,0,1
4930,0,1,1,13.12,16.665,33,0.0,165,2011,11,12,0,0,1
4931,0,1,1,13.94,15.91,31,15.0013,177,2011,11,13,0,0,1
4932,0,1,1,13.94,16.665,31,8.9981,154,2011,11,14,0,0,1
4933,0,1,1,13.94,16.665,29,8.9981,178,2011,11,15,0,0,1
4934,0,1,1,13.94,16.665,29,8.9981,209,2011,11,16,0,0,1
4935,0,1,1,13.12,16.665,31,8.9981,378,2011,11,17,0,0,1
4936,0,1,1,12.3,15.15,36,11.0014,328,2011,11,18,0,0,1
4937,0,1,1,11.48,13.635,41,11.0014,190,2011,11,19,0,0,1
4938,0,1,1,11.48,13.635,48,12.998,137,2011,11,20,0,0,1
4939,0,1,1,11.48,13.635,48,11.0014,111,2011,11,21,0,0,1
4940,0,1,1,10.66,13.635,52,7.0015,97,2011,11,22,0,0,1
4941,0,1,1,10.66,13.635,60,8.9981,59,2011,11,23,0,0,1
4942,0,0,1,10.66,12.88,56,12.998,53,2011,11,0,0,0,1
4943,0,0,1,10.66,11.365,52,19.9995,35,2011,11,1,0,0,1
4944,0,0,1,9.84,12.12,56,11.0014,46,2011,11,2,0,0,1
4945,0,0,1,10.66,12.12,48,16.9979,15,2011,11,3,0,0,1
4946,0,0,1,10.66,11.365,48,22.0028,8,2011,11,4,0,0,1
4947,0,0,1,9.84,11.365,56,16.9979,2,2011,11,5,0,0,1
4948,0,0,1,9.84,10.605,60,22.0028,12,2011,11,6,0,0,1
4949,0,0,1,9.84,11.365,60,16.9979,41,2011,11,7,0,0,1
4950,0,0,1,10.66,12.12,56,16.9979,92,2011,11,8,0,0,1
4951,0,0,1,11.48,12.88,52,19.9995,142,2011,11,9,0,0,1
4952,0,0,1,13.12,15.15,45,16.9979,200,2011,11,10,0,0,1
4953,0,0,1,14.76,18.94,40,0.0,233,2011,11,11,0,0,1
4954,0,0,1,16.4,20.455,35,19.0012,311,2011,11,12,0,0,1
4955,0,0,1,17.22,21.21,30,19.0012,363,2011,11,13,0,0,1
4956,0,0,1,17.22,21.21,32,19.9995,349,2011,11,14,0,0,1
4957,0,0,1,17.22,21.21,41,12.998,382,2011,11,15,0,0,1
4958,0,0,1,17.22,21.21,38,19.9995,287,2011,11,16,0,0,1
4959,0,0,1,16.4,20.455,40,12.998,232,2011,11,17,0,0,1
4960,0,0,1,15.58,19.695,46,8.9981,208,2011,11,18,0,0,1
4961,0,0,2,13.94,16.665,71,8.9981,182,2011,11,19,0,0,1
4962,0,0,2,14.76,18.18,57,7.0015,163,2011,11,20,0,0,1
4963,0,0,2,14.76,17.425,62,12.998,108,2011,11,21,0,0,1
4964,0,0,2,15.58,19.695,62,11.0014,106,2011,11,22,0,0,1
4965,0,0,1,15.58,19.695,62,15.0013,93,2011,11,23,0,0,1
4966,0,1,1,11.48,12.88,52,22.0028,20,2011,12,0,0,0,1
4967,0,1,1,10.66,12.12,60,19.0012,10,2011,12,1,0,0,1
4968,0,1,1,10.66,11.365,56,19.9995,9,2011,12,2,0,0,1
4969,0,1,1,10.66,12.12,56,16.9979,7,2011,12,3,0,0,1
4970,0,1,1,10.66,12.12,56,19.0012,1,2011,12,4,0,0,1
4971,0,1,1,10.66,12.12,56,16.9979,24,2011,12,5,0,0,1
4972,0,1,1,9.84,10.605,65,19.0012,97,2011,12,6,0,0,1
4973,0,1,1,9.84,10.605,65,23.9994,276,2011,12,7,0,0,1
4974,0,1,1,10.66,11.365,60,22.0028,477,2011,12,8,0,0,1
4975,0,1,1,12.3,13.635,52,22.0028,224,2011,12,9,0,0,1
4976,0,1,1,13.12,15.15,53,19.9995,93,2011,12,10,0,0,1
4977,0,1,1,13.94,15.91,49,16.9979,102,2011,12,11,0,0,1
4978,0,1,1,14.76,17.425,46,15.0013,148,2011,12,12,0,0,1
4979,0,1,1,16.4,20.455,40,15.0013,154,2011,12,13,0,0,1
4980,0,1,1,16.4,20.455,40,15.0013,150,2011,12,14,0,0,1
4981,0,1,1,16.4,20.455,40,15.0013,154,2011,12,15,0,0,1
4982,0,1,1,16.4,20.455,40,12.998,201,2011,12,16,0,0,1
4983,0,1,1,14.76,17.425,46,8.9981,418,2011,12,17,0,0,1
4984,0,1,1,14.76,18.18,43,7.0015,405,2011,12,18,0,0,1
4985,0,1,1,13.94,17.425,46,7.0015,228,2011,12,19,0,0,1
4986,0,1,1,13.94,17.425,46,7.0015,190,2011,12,20,0,0,1
4987,0,1,1,12.3,15.91,61,7.0015,162,2011,12,21,0,0,1
4988,0,1,1,12.3,16.665,61,0.0,104,2011,12,22,0,0,1
4989,0,1,1,10.66,14.395,70,6.0032,73,2011,12,23,0,0,1
4990,0,1,1,10.66,14.395,70,6.0032,38,2011,12,0,0,0,1
4991,0,1,1,9.84,14.395,75,0.0,15,2011,12,1,0,0,1
4992,0,1,1,9.84,14.395,75,0.0,10,2011,12,2,0,0,1
4993,0,1,1,9.02,13.635,80,0.0,1,2011,12,3,0,0,1
4994,0,1,1,9.02,13.635,80,0.0,3,2011,12,4,0,0,1
4995,0,1,1,9.02,12.88,80,6.0032,23,2011,12,5,0,0,1
4996,0,1,1,9.02,13.635,80,0.0,87,2011,12,6,0,0,1
4997,0,1,1,9.02,12.88,87,6.0032,205,2011,12,7,0,0,1
4998,0,1,1,9.84,14.395,87,0.0,445,2011,12,8,0,0,1
4999,0,1,1,11.48,15.91,81,0.0,246,2011,12,9,0,0,1
5000,0,1,1,12.3,14.395,75,15.0013,105,2011,12,10,0,0,1
5001,0,1,1,13.94,16.665,66,11.0014,160,2011,12,11,0,0,1
5002,0,1,1,14.76,17.425,57,8.9981,204,2011,12,12,0,0,1
5003,0,1,1,16.4,20.455,47,8.9981,207,2011,12,13,0,0,1
5004,0,1,1,17.22,21.21,44,7.0015,170,2011,12,14,0,0,1
5005,0,1,1,17.22,21.21,41,6.0032,199,2011,12,15,0,0,1
5006,0,1,1,17.22,21.21,41,6.0032,276,2011,12,16,0,0,1
5007,0,1,1,17.22,21.21,38,0.0,411,2011,12,17,0,0,1
5008,0,1,1,16.4,20.455,50,0.0,372,2011,12,18,0,0,1
5009,0,1,1,13.94,15.91,53,16.9979,265,2011,12,19,0,0,1
5010,0,1,1,15.58,19.695,40,19.0012,190,2011,12,20,0,0,1
5011,0,1,1,13.94,16.665,49,12.998,111,2011,12,21,0,0,1
5012,0,1,1,13.12,15.91,53,12.998,102,2011,12,22,0,0,1
5013,0,1,1,13.12,15.15,53,19.0012,95,2011,12,23,0,0,1
5014,0,0,1,12.3,14.395,56,16.9979,75,2011,12,0,0,0,1
5015,0,0,1,10.66,12.88,65,12.998,71,2011,12,1,0,0,1
5016,0,0,1,10.66,12.88,65,11.0014,50,2011,12,2,0,0,1
5017,0,0,1,9.84,12.12,70,8.9981,9,2011,12,3,0,0,1
5018,0,0,1,9.02,11.365,75,8.9981,8,2011,12,4,0,0,1
5019,0,0,1,9.84,12.88,70,6.0032,6,2011,12,5,0,0,1
5020,0,0,1,9.84,12.88,65,7.0015,11,2011,12,6,0,0,1
5021,0,0,1,9.02,12.88,75,6.0032,26,2011,12,7,0,0,1
5022,0,0,1,9.84,12.88,75,6.0032,63,2011,12,8,0,0,1
5023,0,0,1,10.66,13.635,70,7.0015,124,2011,12,9,0,0,1
5024,0,0,1,13.12,16.665,61,8.9981,195,2011,12,10,0,0,1
5025,0,0,1,13.12,16.665,57,6.0032,275,2011,12,11,0,0,1
5026,0,0,1,14.76,18.94,50,0.0,358,2011,12,12,0,0,1
5027,0,0,1,14.76,18.18,50,6.0032,292,2011,12,13,0,0,1
5028,0,0,1,14.76,18.94,46,0.0,343,2011,12,14,0,0,1
5029,0,0,1,15.58,19.695,46,0.0,337,2011,12,15,0,0,1
5030,0,0,1,15.58,19.695,46,0.0,305,2011,12,16,0,0,1
5031,0,0,1,14.76,18.94,62,0.0,232,2011,12,17,0,0,1
5032,0,0,1,13.94,16.665,53,8.9981,224,2011,12,18,0,0,1
5033,0,0,1,12.3,15.91,61,6.0032,175,2011,12,19,0,0,1
5034,0,0,1,12.3,15.91,61,6.0032,127,2011,12,20,0,0,1
5035,0,0,2,12.3,15.91,61,6.0032,109,2011,12,21,0,0,1
5036,0,0,2,13.12,16.665,61,6.0032,114,2011,12,22,0,0,1
5037,0,0,1,12.3,15.15,70,8.9981,85,2011,12,23,0,0,1
5038,0,0,1,12.3,15.91,70,7.0015,83,2011,12,0,0,0,1
5039,0,0,1,12.3,15.91,75,6.0032,74,2011,12,1,0,0,1
5040,0,0,1,10.66,15.15,81,0.0,62,2011,12,2,0,0,1
5041,0,0,1,11.48,15.91,75,0.0,41,2011,12,3,0,0,1
5042,0,0,1,10.66,15.15,87,0.0,11,2011,12,4,0,0,1
5043,0,0,1,10.66,15.15,81,0.0,4,2011,12,5,0,0,1
5044,0,0,1,9.84,14.395,93,0.0,4,2011,12,6,0,0,1
5045,0,0,1,10.66,15.15,87,0.0,26,2011,12,7,0,0,1
5046,0,0,1,10.66,15.15,87,0.0,55,2011,12,8,0,0,1
5047,0,0,1,12.3,16.665,81,0.0,126,2011,12,9,0,0,1
5048,0,0,1,13.12,16.665,81,8.9981,216,2011,12,10,0,0,1
5049,0,0,1,13.94,16.665,81,11.0014,254,2011,12,11,0,0,1
5050,0,0,1,14.76,17.425,81,11.0014,329,2011,12,12,0,0,1
5051,0,0,1,16.4,20.455,66,15.0013,357,2011,12,13,0,0,1
5052,0,0,1,17.22,21.21,62,8.9981,323,2011,12,14,0,0,1
5053,0,0,1,17.22,21.21,62,12.998,296,2011,12,15,0,0,1
5054,0,0,1,17.22,21.21,58,15.0013,330,2011,12,16,0,0,1
5055,0,0,1,15.58,19.695,76,8.9981,245,2011,12,17,0,0,1
5056,0,0,1,15.58,19.695,71,0.0,171,2011,12,18,0,0,1
5057,0,0,1,15.58,19.695,76,0.0,173,2011,12,19,0,0,1
5058,0,0,1,14.76,17.425,76,8.9981,124,2011,12,20,0,0,1
5059,0,0,1,14.76,18.18,81,7.0015,72,2011,12,21,0,0,1
5060,0,0,1,13.94,17.425,87,7.0015,64,2011,12,22,0,0,1
5061,0,0,1,13.94,17.425,87,7.0015,45,2011,12,23,0,0,1
5062,0,1,1,13.12,16.665,87,6.0032,24,2011,12,0,0,0,1
5063,0,1,1,13.12,17.425,87,0.0,12,2011,12,1,0,0,1
5064,0,1,1,13.12,17.425,87,0.0,8,2011,12,2,0,0,1
5065,0,1,1,13.12,17.425,87,0.0,2,2011,12,3,0,0,1
5066,0,1,1,12.3,15.91,87,7.0015,7,2011,12,4,0,0,1
5067,0,1,1,12.3,15.91,87,7.0015,25,2011,12,5,0,0,1
5068,0,1,1,12.3,15.91,93,6.0032,90,2011,12,6,0,0,1
5069,0,1,1,13.12,17.425,90,0.0,283,2011,12,7,0,0,1
5070,0,1,1,13.12,17.425,93,0.0,404,2011,12,8,0,0,1
5071,0,1,2,14.76,18.18,87,6.0032,190,2011,12,9,0,0,1
5072,0,1,2,14.76,18.18,87,6.0032,87,2011,12,10,0,0,1
5073,0,1,2,14.76,18.18,87,6.0032,123,2011,12,11,0,0,1
5074,0,1,2,16.4,20.455,76,7.0015,154,2011,12,12,0,0,1
5075,0,1,2,17.22,21.21,71,6.0032,171,2011,12,13,0,0,1
5076,0,1,2,18.86,22.725,67,0.0,133,2011,12,14,0,0,1
5077,0,1,2,18.86,22.725,72,6.0032,148,2011,12,15,0,0,1
5078,0,1,1,20.5,24.24,63,6.0032,248,2011,12,16,0,0,1
5079,0,1,1,17.22,21.21,77,0.0,446,2011,12,17,0,0,1
5080,0,1,1,18.04,21.97,77,0.0,399,2011,12,18,0,0,1
5081,0,1,2,18.86,22.725,77,0.0,308,2011,12,19,0,0,1
5082,0,1,2,18.86,22.725,82,7.0015,205,2011,12,20,0,0,1
5083,0,1,2,18.04,21.97,88,6.0032,176,2011,12,21,0,0,1
5084,0,1,2,18.04,21.97,88,8.9981,106,2011,12,22,0,0,1
5085,0,1,2,18.86,22.725,88,8.9981,62,2011,12,23,0,0,1
5086,0,1,2,20.5,24.24,77,19.9995,28,2011,12,0,0,0,1
5087,0,1,2,18.86,22.725,88,19.9995,16,2011,12,1,0,0,1
5088,0,1,2,18.86,22.725,87,12.998,3,2011,12,2,0,0,1
5089,0,1,2,18.86,22.725,87,12.998,3,2011,12,3,0,0,1
5090,0,1,3,18.86,22.725,88,15.0013,7,2011,12,4,0,0,1
5091,0,1,3,18.86,22.725,88,15.0013,20,2011,12,5,0,0,1
5092,0,1,2,18.04,21.97,94,19.0012,86,2011,12,6,0,0,1
5093,0,1,2,18.86,22.725,94,12.998,234,2011,12,7,0,0,1
5094,0,1,2,18.86,22.725,94,12.998,414,2011,12,8,0,0,1
5095,0,1,2,18.86,22.725,94,15.0013,204,2011,12,9,0,0,1
5096,0,1,3,18.86,22.725,94,19.0012,50,2011,12,10,0,0,1
5097,0,1,3,18.86,22.725,94,16.9979,32,2011,12,11,0,0,1
5098,0,1,3,18.86,22.725,100,15.0013,55,2011,12,12,0,0,1
5099,0,1,3,18.86,22.725,100,12.998,71,2011,12,13,0,0,1
5100,0,1,3,19.68,23.485,100,15.0013,75,2011,12,14,0,0,1
5101,0,1,3,20.5,24.24,100,12.998,45,2011,12,15,0,0,1
5102,0,1,3,18.86,22.725,100,16.9979,88,2011,12,16,0,0,1
5103,0,1,2,18.86,22.725,100,15.0013,262,2011,12,17,0,0,1
5104,0,1,2,18.86,22.725,100,19.0012,304,2011,12,18,0,0,1
5105,0,1,3,18.86,22.725,100,19.9995,233,2011,12,19,0,0,1
5106,0,1,3,18.86,22.725,100,19.9995,110,2011,12,20,0,0,1
5107,0,1,2,18.04,21.97,100,12.998,114,2011,12,21,0,0,1
5108,0,1,3,18.86,22.725,100,11.0014,87,2011,12,22,0,0,1
5109,0,1,3,18.86,22.725,100,11.0014,53,2011,12,23,0,0,1
5110,0,1,1,18.04,21.97,100,12.998,33,2011,12,0,0,0,1
5111,0,1,2,18.86,22.725,100,16.9979,13,2011,12,1,0,0,1
5112,0,1,3,18.86,22.725,100,15.0013,6,2011,12,2,0,0,1
5113,0,1,3,18.86,22.725,100,15.0013,3,2011,12,3,0,0,1
5114,0,1,3,18.86,22.725,100,11.0014,1,2011,12,4,0,0,1
5115,0,1,3,18.86,22.725,100,11.0014,3,2011,12,5,0,0,1
5116,0,1,3,19.68,23.485,100,27.9993,18,2011,12,6,0,0,1
5117,0,1,3,18.04,21.97,100,7.0015,46,2011,12,7,0,0,1
5118,0,1,3,18.04,21.97,100,0.0,86,2011,12,8,0,0,1
5119,0,1,3,18.04,21.97,100,16.9979,64,2011,12,9,0,0,1
5120,0,1,3,18.04,21.97,100,6.0032,33,2011,12,10,0,0,1
5121,0,1,3,18.04,21.97,100,6.0032,50,2011,12,11,0,0,1
5122,0,1,3,18.04,21.97,100,8.9981,33,2011,12,12,0,0,1
5123,0,1,3,18.04,21.97,100,12.998,33,2011,12,13,0,0,1
5124,0,1,3,18.04,21.97,100,12.998,25,2011,12,14,0,0,1
5125,0,1,3,17.22,21.21,94,15.0013,30,2011,12,15,0,0,1
5126,0,1,3,17.22,21.21,94,12.998,31,2011,12,16,0,0,1
5127,0,1,3,16.4,20.455,100,22.0028,52,2011,12,17,0,0,1
5128,0,1,3,16.4,20.455,94,19.9995,51,2011,12,18,0,0,1
5129,0,1,3,13.94,14.395,87,43.0006,33,2011,12,19,0,0,1
5130,0,1,3,13.94,14.395,87,43.0006,26,2011,12,20,0,0,1
